node_id,cms_entity_name,canonical_rxcui,therapeutic_category,mapping_status,manufacturer_count,single_manufacturer_flag,historical_shortage_count,latest_model_risk_score
NODE_SERTRALINE,SERTRALINE,36437,Unclassified / General,unique,1,1,0,0.0001
NODE_GABAPENTIN,GABAPENTIN,25480,Unclassified / General,unique,6,0,0,0.0051
NODE_TRAMADOL,TRAMADOL,10689,Unclassified / General,unique,3,0,0,0.007
NODE_DULOXETINE,DULOXETINE,72625,Unclassified / General,unique,5,0,0,0.0144
NODE_ESCITALOPRAM,ESCITALOPRAM,321988,Unclassified / General,unique,3,0,0,0.0122
NODE_CITALOPRAM,CITALOPRAM,2556,Unclassified / General,unique,5,0,0,0.0122
NODE_FLUOXETINE,FLUOXETINE,4493,Unclassified / General,unique,4,0,0,0.0069
NODE_PAROXETINE,PAROXETINE,32937,Unclassified / General,unique,4,0,0,0.0131
NODE_VENLAFAXINE,VENLAFAXINE,39786,Unclassified / General,unique,6,0,0,0.0726
NODE_BUPROPION,BUPROPION,42347,Unclassified / General,unique,6,0,0,0.0185
NODE_TRAZODONE,TRAZODONE,10737,Unclassified / General,unique,5,0,0,0.003
NODE_ALPRAZOLAM,ALPRAZOLAM,596,Unclassified / General,unique,5,0,0,0.0045
NODE_LORAZEPAM,LORAZEPAM,6470,Neurology,unique,2,0,11,0.0265
NODE_CLONAZEPAM,CLONAZEPAM,2598,Neurology,unique,5,0,0,0.0726
NODE_ZOLPIDEM,ZOLPIDEM,39993,Unclassified / General,unique,3,0,0,0.0078
NODE_QUETIAPINE,QUETIAPINE,51272,Unclassified / General,unique,1,1,0,0.0002
NODE_ARIPIPRAZOLE,ARIPIPRAZOLE,89013,Unclassified / General,unique,3,0,0,0.0141
NODE_RISPERIDONE,RISPERIDONE,35636,Unclassified / General,unique,5,0,0,0.0065
NODE_OLANZAPINE,OLANZAPINE,61381,Unclassified / General,unique,1,1,0,0.0
NODE_LAMOTRIGINE,LAMOTRIGINE,28439,Neurology,unique,3,0,0,0.122
NODE_TOPIRAMATE,TOPIRAMATE,38404,Unclassified / General,unique,2,0,0,0.0466
NODE_LEVETIRACETAM,LEVETIRACETAM,114477,Unclassified / General,unique,6,0,0,0.0232
NODE_PREGABALIN,PREGABALIN,187832,Unclassified / General,unique,4,0,0,0.0022
NODE_METHYLPHENIDATE,METHYLPHENIDATE,6901,Psychiatry,unique,2,0,0,0.9764
NODE_AMPHETAMINE,AMPHETAMINE,725,Psychiatry,unique,8,0,72,1.0
NODE_ATOMOXETINE,ATOMOXETINE,38400,Unclassified / General,unique,8,0,0,0.0246
NODE_LITHIUM,LITHIUM,6448,Unclassified / General,unique,8,0,0,0.0017
NODE_DONEPEZIL,DONEPEZIL,135447,Neurology,unique,5,0,0,0.41
NODE_MEMANTINE,MEMANTINE,6719,Unclassified / General,unique,1,1,0,0.0
NODE_GALANTAMINE,GALANTAMINE,4637,Unclassified / General,unique,4,0,0,0.0195
NODE_RIVASTIGMINE,RIVASTIGMINE,183379,Neurology,unique,5,0,0,0.5398
NODE_DESVENLAFAXINE,DESVENLAFAXINE,734064,Unclassified / General,unique,6,0,0,0.0041
NODE_MIRTAZAPINE,MIRTAZAPINE,15996,Unclassified / General,unique,4,0,0,0.0761
NODE_VORTIOXETINE,VORTIOXETINE,1455099,Unclassified / General,unique,1,1,0,0.0001
NODE_VILAZODONE,VILAZODONE,1086769,Unclassified / General,unique,4,0,0,0.0202
NODE_BUSPIRONE,BUSPIRONE,1827,Unclassified / General,unique,4,0,0,0.0125
NODE_HYDROXYZINE,HYDROXYZINE,5553,Unclassified / General,unique,5,0,0,0.0245
NODE_DIAZEPAM,DIAZEPAM,3322,Unclassified / General,unique,7,0,0,0.0069
NODE_OXAZEPAM,OXAZEPAM,7781,Unclassified / General,unique,1,1,0,0.0003
NODE_CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE,2356,Unclassified / General,unique,3,0,0,0.0741
NODE_TEMAZEPAM,TEMAZEPAM,10355,Unclassified / General,unique,3,0,0,0.0225
NODE_ESZOPICLONE,ESZOPICLONE,461016,Unclassified / General,unique,3,0,0,0.0233
NODE_ZALEPLON,ZALEPLON,74667,Unclassified / General,unique,3,0,0,0.026
NODE_ZIPRASIDONE,ZIPRASIDONE,115698,Unclassified / General,unique,6,0,0,0.0119
NODE_PALIPERIDONE,PALIPERIDONE,679314,Unclassified / General,unique,4,0,0,0.0228
NODE_LURASIDONE,LURASIDONE,1040028,Unclassified / General,unique,3,0,0,0.0308
NODE_ASENAPINE,ASENAPINE,784649,Unclassified / General,unique,4,0,0,0.0563
NODE_CLOZAPINE,CLOZAPINE,2626,Unclassified / General,unique,3,0,0,0.0261
NODE_HALOPERIDOL,HALOPERIDOL,5093,Psychiatry,unique,8,0,0,0.9424
NODE_FLUPHENAZINE,FLUPHENAZINE,4496,Unclassified / General,unique,8,0,0,0.0055
NODE_PERPHENAZINE,PERPHENAZINE,8076,Unclassified / General,unique,7,0,0,0.0142
NODE_THIORIDAZINE,THIORIDAZINE,10502,Unclassified / General,unique,2,0,0,0.0631
NODE_AMITRIPTYLINE,AMITRIPTYLINE,704,Unclassified / General,unique,2,0,0,0.0221
NODE_NORTRIPTYLINE,NORTRIPTYLINE,7531,Unclassified / General,unique,4,0,0,0.0177
NODE_IMIPRAMINE,IMIPRAMINE,5691,Unclassified / General,unique,2,0,0,0.0055
NODE_DESIPRAMINE,DESIPRAMINE,3247,Unclassified / General,unique,8,0,0,0.0351
NODE_DOXEPIN,DOXEPIN,3638,Unclassified / General,unique,6,0,0,0.0245
NODE_CLOMIPRAMINE,CLOMIPRAMINE,2597,Unclassified / General,unique,8,0,0,0.0126
NODE_PHENELZINE,PHENELZINE,8123,Unclassified / General,unique,6,0,0,0.0014
NODE_SELEGILINE,SELEGILINE,9639,Unclassified / General,unique,3,0,0,0.0061
NODE_LEVOTHYROXINE,LEVOTHYROXINE,10582,Unclassified / General,unique,6,0,0,0.0021
NODE_METFORMIN,METFORMIN,6809,Unclassified / General,unique,6,0,0,0.007
NODE_SITAGLIPTIN,SITAGLIPTIN,593411,Unclassified / General,unique,3,0,0,0.0232
NODE_GLIPIZIDE,GLIPIZIDE,4821,Unclassified / General,unique,7,0,0,0.0118
NODE_GLIMEPIRIDE,GLIMEPIRIDE,25789,Unclassified / General,unique,3,0,0,0.0145
NODE_EMPAGLIFLOZIN,EMPAGLIFLOZIN,1545653,Unclassified / General,unique,8,0,0,0.0296
NODE_DAPAGLIFLOZIN,DAPAGLIFLOZIN,1488564,Unclassified / General,unique,4,0,0,0.0651
NODE_DULAGLUTIDE,DULAGLUTIDE,1551291,Unclassified / General,unique,2,0,0,0.0354
NODE_SEMAGLUTIDE,SEMAGLUTIDE,1991302,Endocrinology/Metabolism,unique,6,0,0,0.2514
NODE_PIOGLITAZONE,PIOGLITAZONE,33738,Unclassified / General,unique,2,0,0,0.04
NODE_INSULIN,INSULIN,253182,Endocrinology/Metabolism,unique,3,0,0,0.2698
NODE_MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,6691,Urology,unique,5,0,0,0.3582
NODE_HYDROCORTISONE,HYDROCORTISONE,5492,Analgesia/Addiction,unique,6,0,0,0.2436
NODE_PREDNISONE,PREDNISONE,8640,Unclassified / General,unique,7,0,0,0.0245
NODE_DEXAMETHASONE,DEXAMETHASONE,3264,Dermatology,unique,3,0,19,0.9974
NODE_METHYLPREDNISOLONE,METHYLPREDNISOLONE,6902,Rheumatology,unique,4,0,23,0.9726
NODE_FINASTERIDE,FINASTERIDE,25025,Unclassified / General,unique,7,0,0,0.0115
NODE_TAMSULOSIN,TAMSULOSIN,77492,Unclassified / General,unique,4,0,0,0.0075
NODE_ALENDRONATE,ALENDRONATE,46041,Unclassified / General,unique,7,0,0,0.024
NODE_ERGOCALCIFEROL,ERGOCALCIFEROL,4018,Unclassified / General,unique,8,0,0,0.0059
NODE_CHOLECALCIFEROL,CHOLECALCIFEROL,2418,Unclassified / General,unique,7,0,0,0.0163
NODE_CALCITRIOL,CALCITRIOL,1894,Endocrinology/Metabolism,unique,3,0,0,0.475
NODE_LIOTHYRONINE,LIOTHYRONINE,10814,Unclassified / General,unique,3,0,0,0.0343
NODE_METHIMAZOLE,METHIMAZOLE,6835,Unclassified / General,unique,5,0,0,0.0155
NODE_PROPYLTHIOURACIL,PROPYLTHIOURACIL,8794,Unclassified / General,unique,4,0,0,0.0205
NODE_GLYBURIDE,GLYBURIDE,4815,Endocrinology/Metabolism,unique,8,0,0,0.2185
NODE_NATEGLINIDE,NATEGLINIDE,274332,Unclassified / General,unique,7,0,0,0.0149
NODE_REPAGLINIDE,REPAGLINIDE,73044,Unclassified / General,unique,7,0,0,0.0192
NODE_ACARBOSE,ACARBOSE,16681,Unclassified / General,unique,2,0,0,0.031
NODE_CANAGLIFLOZIN,CANAGLIFLOZIN,1373458,Unclassified / General,unique,2,0,0,0.0445
NODE_LIRAGLUTIDE,LIRAGLUTIDE,475968,Endocrinology/Metabolism,unique,7,0,0,0.1886
NODE_EXENATIDE,EXENATIDE,60548,Unclassified / General,unique,2,0,0,0.0326
NODE_IBANDRONATE,IBANDRONATE,115264,Unclassified / General,unique,2,0,0,0.1288
NODE_RISEDRONATE,RISEDRONATE,73056,Unclassified / General,unique,3,0,0,0.0255
NODE_DENOSUMAB,DENOSUMAB,993449,Unclassified / General,unique,8,0,0,0.0035
NODE_TERIPARATIDE,TERIPARATIDE,32915,Unclassified / General,unique,4,0,0,0.0065
NODE_DUTASTERIDE,DUTASTERIDE,228790,Unclassified / General,unique,6,0,0,0.0484
NODE_SILODOSIN,SILODOSIN,720825,Unclassified / General,unique,6,0,0,0.0024
NODE_ALFUZOSIN,ALFUZOSIN,17300,Unclassified / General,unique,4,0,0,0.0143
NODE_OXYBUTYNIN,OXYBUTYNIN,32675,Unclassified / General,unique,2,0,0,0.0113
NODE_TOLTERODINE,TOLTERODINE,119565,Unclassified / General,unique,1,1,0,0.0
NODE_SOLIFENACIN,SOLIFENACIN,322167,Unclassified / General,unique,5,0,0,0.012
NODE_DARIFENACIN,DARIFENACIN,136198,Unclassified / General,unique,7,0,0,0.0194
NODE_FESOTERODINE,FESOTERODINE,797195,Unclassified / General,unique,1,1,0,0.0001
NODE_MIRABEGRON,MIRABEGRON,1300786,Unclassified / General,unique,7,0,0,0.0169
NODE_FLUDROCORTISONE,FLUDROCORTISONE,4452,Unclassified / General,unique,1,1,0,0.0001
NODE_TRIAMCINOLONE,TRIAMCINOLONE,10759,Ophthalmology,unique,2,0,2,0.2157
NODE_BUDESONIDE,BUDESONIDE,19831,Unclassified / General,unique,2,0,0,0.0057
NODE_BETAMETHASONE,BETAMETHASONE,1514,Unclassified / General,unique,8,0,0,0.0101
NODE_CLOBETASOL,CLOBETASOL,2590,Unclassified / General,unique,1,1,0,0.0001
NODE_OMEPRAZOLE,OMEPRAZOLE,7646,Gastroenterology,unique,1,1,0,0.0024
NODE_PANTOPRAZOLE,PANTOPRAZOLE,40790,Unclassified / General,unique,1,1,0,0.0004
NODE_DICYCLOMINE,DICYCLOMINE,3361,Unclassified / General,unique,8,0,0,0.007
NODE_ESOMEPRAZOLE,ESOMEPRAZOLE,283742,Unclassified / General,unique,6,0,0,0.0178
NODE_LANSOPRAZOLE,LANSOPRAZOLE,17128,Unclassified / General,unique,5,0,0,0.0198
NODE_FAMOTIDINE,FAMOTIDINE,4278,Unclassified / General,unique,7,0,0,0.0148
NODE_ONDANSETRON,ONDANSETRON,26225,Unclassified / General,unique,1,1,0,0.0001
NODE_METOCLOPRAMIDE,METOCLOPRAMIDE,6915,Unclassified / General,unique,6,0,0,0.0266
NODE_SUCRALFATE,SUCRALFATE,10156,Unclassified / General,unique,1,1,0,0.0001
NODE_DOCUSATE,DOCUSATE,82003,Unclassified / General,unique,2,0,0,0.0247
NODE_SENNA,SENNA,36387,Unclassified / General,unique,7,0,0,0.0073
NODE_LACTULOSE,LACTULOSE,6218,Unclassified / General,unique,2,0,0,0.0161
NODE_MESALAMINE,MESALAMINE,52582,Gastroenterology,unique,7,0,0,0.2772
NODE_SULFASALAZINE,SULFASALAZINE,9524,Unclassified / General,unique,4,0,0,0.0152
NODE_DEXLANSOPRAZOLE,DEXLANSOPRAZOLE,816346,Unclassified / General,unique,8,0,0,0.0061
NODE_RABEPRAZOLE,RABEPRAZOLE,114979,Unclassified / General,unique,2,0,0,0.0315
NODE_CIMETIDINE,CIMETIDINE,2541,Unclassified / General,unique,1,1,0,0.0001
NODE_PROCHLORPERAZINE,PROCHLORPERAZINE,8704,Unclassified / General,unique,2,0,0,0.0057
NODE_PROMETHAZINE,PROMETHAZINE,8745,Analgesia/Addiction,unique,6,0,0,0.0836
NODE_PALONOSETRON,PALONOSETRON,70561,Gastroenterology,unique,4,0,0,0.4992
NODE_APREPITANT,APREPITANT,358255,Gastroenterology,unique,7,0,0,0.1116
NODE_HYOSCYAMINE,HYOSCYAMINE,153970,Unclassified / General,unique,6,0,0,0.0205
NODE_GLYCOPYRROLATE,GLYCOPYRROLATE,4955,Anesthesia,unique,8,0,0,0.8483
NODE_LOPERAMIDE,LOPERAMIDE,6468,Unclassified / General,unique,3,0,0,0.0262
NODE_DIPHENOXYLATE,DIPHENOXYLATE,3500,Unclassified / General,unique,3,0,0,0.0191
NODE_LINACLOTIDE,LINACLOTIDE,1307404,Unclassified / General,unique,6,0,0,0.0186
NODE_LUBIPROSTONE,LUBIPROSTONE,623033,Unclassified / General,unique,5,0,0,0.0365
NODE_AZATHIOPRINE,AZATHIOPRINE,1256,Unclassified / General,unique,4,0,0,0.025
NODE_MERCAPTOPURINE,MERCAPTOPURINE,103,Unclassified / General,unique,3,0,0,0.0362
NODE_INFLIXIMAB,INFLIXIMAB,191831,Unclassified / General,unique,6,0,0,0.0147
NODE_ADALIMUMAB,ADALIMUMAB,327361,Unclassified / General,unique,2,0,0,0.0311
NODE_VEDOLIZUMAB,VEDOLIZUMAB,1538097,Unclassified / General,unique,1,1,0,0.0001
NODE_USTEKINUMAB,USTEKINUMAB,847083,Unclassified / General,unique,4,0,0,0.0265
NODE_CHOLESTYRAMINE,CHOLESTYRAMINE,2447,Unclassified / General,unique,3,0,0,0.0237
NODE_COLESTIPOL,COLESTIPOL,2685,Unclassified / General,unique,8,0,0,0.0077
NODE_COLESEVELAM,COLESEVELAM,141626,Unclassified / General,unique,4,0,0,0.1189
NODE_URSODIOL,URSODIOL,11065,Other,unique,6,0,0,0.5645
NODE_PANCRELIPASE,PANCRELIPASE,392491,Unclassified / General,unique,3,0,0,0.016
NODE_PEG3350,PEG3350,221147,Unclassified / General,unique,3,0,0,0.0185
NODE_SODIUM PHOSPHATE,SODIUM PHOSPHATE,36709,Gastroenterology,unique,1,1,26,0.0539
NODE_ALBUTEROL,ALBUTEROL,435,Pediatric,unique,7,0,3,0.0812
NODE_MONTELUKAST,MONTELUKAST,88249,Pulmonary/Allergy,unique,8,0,0,0.452
NODE_FLUTICASONE,FLUTICASONE,41126,Pulmonary/Allergy,unique,2,0,0,0.2591
NODE_IPRATROPIUM,IPRATROPIUM,7213,Unclassified / General,unique,7,0,0,0.0133
NODE_TIOTROPIUM,TIOTROPIUM,69120,Unclassified / General,unique,2,0,0,0.0138
NODE_CETIRIZINE,CETIRIZINE,20610,Unclassified / General,unique,1,1,0,0.0001
NODE_LORATADINE,LORATADINE,28889,Unclassified / General,unique,2,0,0,0.0272
NODE_FEXOFENADINE,FEXOFENADINE,87636,Unclassified / General,unique,1,1,0,0.0001
NODE_BENZONATATE,BENZONATATE,18993,Unclassified / General,unique,4,0,0,0.0021
NODE_LEVALBUTEROL,LEVALBUTEROL,237159,Unclassified / General,unique,7,0,0,0.0179
NODE_FORMOTEROL,FORMOTEROL,25255,Unclassified / General,unique,5,0,0,0.0161
NODE_SALMETEROL,SALMETEROL,36117,Unclassified / General,unique,2,0,0,0.0302
NODE_AZELASTINE,AZELASTINE,18603,Unclassified / General,unique,6,0,0,0.0144
NODE_DIPHENHYDRAMINE,DIPHENHYDRAMINE,3498,Unclassified / General,unique,7,0,0,0.0333
NODE_LEVOCETIRIZINE,LEVOCETIRIZINE,356887,Unclassified / General,unique,5,0,0,0.0536
NODE_DESLORATADINE,DESLORATADINE,275635,Unclassified / General,unique,6,0,0,0.0169
NODE_OLOPATADINE,OLOPATADINE,135391,Unclassified / General,unique,5,0,0,0.0419
NODE_CROMOLYN,CROMOLYN,42612,Pulmonary/Allergy,unique,4,0,0,0.5259
NODE_UMECLIDINIUM,UMECLIDINIUM,1487514,Unclassified / General,unique,4,0,0,0.0089
NODE_ACLIDINIUM,ACLIDINIUM,1303098,Unclassified / General,unique,8,0,0,0.0085
NODE_INDACATEROL,INDACATEROL,1114326,Unclassified / General,unique,4,0,0,0.0151
NODE_OLODATEROL,OLODATEROL,1546059,Unclassified / General,unique,7,0,0,0.0062
NODE_VILANTEROL,VILANTEROL,1424884,Unclassified / General,unique,6,0,0,0.0123
NODE_THEOPHYLLINE,THEOPHYLLINE,10438,Unclassified / General,unique,3,0,0,0.0232
